State/Territory,Suburb/Locality,Postcode,MMM classification,,
New South Wales,BOMBAH POINT,2423,5,,
New South Wales,BOMBALA,2632,5,,
New South Wales,BOMBAY,2622,5,,
New South Wales,BOMBIRA,2850,4,,
New South Wales,BOMBO,2533,2,,
New South Wales,BOMBOWLEE,2720,4,,
New South Wales,BOMBOWLEE CREEK,2720,5,,
New South Wales,BOMEN,2650,3,,
New South Wales,BOMERA,2357,5,,
New South Wales,BONALBO,2469,5,,
New South Wales,BONDI,2026,1,,
New South Wales,BONDI BEACH,2026,1,,
New South Wales,BONDI FOREST,2632,5,,
New South Wales,BONDI JUNCTION,2022,1,,
New South Wales,BONNELLS BAY,2264,1,,
New South Wales,BONNET BAY,2226,1,,
New South Wales,BONNY HILLS,2445,3,,
New South Wales,BONNYRIGG,2177,1,,
New South Wales,BONNYRIGG HEIGHTS,2177,1,,
New South Wales,BONSHAW (NSW),2361,5,,
New South Wales,BONVILLE,2450,3,,
New South Wales,BOOERIE CREEK,2480,3,,
New South Wales,BOOK BOOK,2650,5,,
New South Wales,BOOKER BAY,2257,1,,
New South Wales,BOOKHAM,2582,5,,
New South Wales,BOOKOOKOORARA,2372,5,,
New South Wales,BOOKRAM,2460,5,,
New South Wales,BOOLAMBAYTE,2423,5,,
New South Wales,BOOLAROO,2284,1,,
New South Wales,BOOLCARROLL,2388,6,,
New South Wales,BOOLIGAL,2711,6,,
New South Wales,BOOLIJAH,2540,5,,
New South Wales,BOOMANOOMANA,2712,5,,
New South Wales,BOOMERANG BEACH,2428,5,,
New South Wales,BOOMEY,2866,5,,
New South Wales,BOOMI,2405,6,,
New South Wales,BOOMI CREEK,2476,5,,
New South Wales,BOONA MOUNT,2877,6,,
New South Wales,BOONAL,2409,5,,
New South Wales,BOONDABA ISLAND,2324,4,,
New South Wales,BOONOO BOONOO,2372,5,,
New South Wales,BOORABEE PARK,2480,5,,
New South Wales,BOORAGUL,2284,1,,
New South Wales,BOORAL (NSW),2425,5,,
New South Wales,BOORGA,2652,5,,
New South Wales,BOORGANNA,2429,5,,
New South Wales,BOOROLONG,2350,5,,
New South Wales,BOOROOK,2372,5,,
New South Wales,BOOROOMA,2650,3,,
New South Wales,BOOROORBAN,2710,5,,
New South Wales,BOOROWA,2586,5,,
New South Wales,BOOTAWA,2430,3,,
New South Wales,BOOTI BOOTI,2428,3,,
New South Wales,BOOYONG,2480,5,,
New South Wales,BORA RIDGE,2471,5,,
New South Wales,BORAH CREEK,2346,5,,
New South Wales,BORAMBIL,2343,5,,
New South Wales,BORAMBOLA,2650,5,,
New South Wales,BORDER RANGES,2474,5,,
New South Wales,BOREE,2800,5,,
New South Wales,BOREE CREEK,2652,5,,
New South Wales,BORENORE,2800,3,,
New South Wales,BORO,2622,5,,
New South Wales,BOSSLEY PARK,2176,1,,
New South Wales,BOSTOBRICK,2453,5,,
New South Wales,BOTANY,2019,1,,
New South Wales,BOTANY BAY,2231,1,,
New South Wales,BOTOBOLAR,2850,5,,
New South Wales,BOTTLE CREEK,2469,5,,
New South Wales,BOUDDI,2251,1,,
New South Wales,BOURBAH,2828,6,,
New South Wales,BOURKE,2840,7,,
New South Wales,BOURKELANDS,2650,3,,
New South Wales,BOURNDA,2548,4,,
New South Wales,BOURNEWOOD,2868,5,,
New South Wales,BOW BOWING,2566,1,,
New South Wales,BOWAN PARK,2864,5,,
New South Wales,BOWEN MOUNTAIN,2753,2,,
New South Wales,BOWENFELS,2790,4,,
New South Wales,BOWLING ALLEY POINT,2340,5,,
New South Wales,BOWMAN,2422,5,,
New South Wales,BOWMAN FARM,2422,5,,
New South Wales,BOWMANS CREEK,2330,5,,
New South Wales,BOWNA,2644,5,,
New South Wales,BOWNING,2582,5,,
New South Wales,BOWRAL,2576,3,,
New South Wales,BOWRAVILLE,2449,5,,
New South Wales,BOX HEAD,2257,1,,
New South Wales,BOX HILL (NSW),2765,1,,
New South Wales,BOX RIDGE,2357,5,,
New South Wales,BOXERS CREEK,2580,3,,
New South Wales,BOYDTOWN,2551,5,,
New South Wales,BRADBURY (NSW),2560,1,,
New South Wales,BRAEFIELD,2339,5,,
New South Wales,BRAEMAR,2575,3,,
New South Wales,BRAEMAR BAY,2628,5,,
New South Wales,BRAIDWOOD,2622,5,,
New South Wales,BRANDY HILL,2324,2,,
New South Wales,BRANXTON,2335,2,,
New South Wales,BRAUNSTONE,2460,3,,
New South Wales,BRAWBOY,2337,5,,
New South Wales,BRAY PARK (NSW),2484,2,,
New South Wales,BRAYS CREEK,2484,5,,
New South Wales,BRAYTON,2579,5,,
New South Wales,BREADALBANE (NSW),2581,5,,
New South Wales,BREAKFAST CREEK,2849,5,,
New South Wales,BREAKFAST POINT,2137,1,,
New South Wales,BREAM BEACH,2540,4,,
New South Wales,BREDBO,2626,5,,
New South Wales,BREELONG,2827,5,,
New South Wales,BREEZA,2381,5,,
New South Wales,BRETTI,2422,5,,
New South Wales,BREWARRINA,2839,7,,
New South Wales,BREWONGLE,2795,3,,
New South Wales,BRIARBROOK,2365,5,,
New South Wales,BRIBBAREE,2594,5,,
New South Wales,BRIDGMAN,2330,5,,
New South Wales,BRIERFIELD,2454,5,,
New South Wales,BRIGHTON-LE-SANDS,2216,1,,
New South Wales,BRIGHTWATERS,2264,1,,
New South Wales,BRIL BRIL,2441,5,,
New South Wales,BRIMBIN,2430,3,,
New South Wales,BRINDABELLA,2611,5,,
New South Wales,BRINERVILLE,2454,5,,
New South Wales,BRINGELLY,2556,2,,
New South Wales,BRINGENBRONG,3707,5,,
New South Wales,BRISBANE GROVE,2580,3,,
New South Wales,BROADMEADOW,2292,1,,
New South Wales,BROADWATER (NSW 2472),2472,5,,
New South Wales,BROADWATER (NSW 2549),2549,4,,
New South Wales,BROADWAY,2581,5,,
New South Wales,BROBENAH,2705,5,,
New South Wales,BROCKLEHURST,2830,3,,
New South Wales,BROCKLESBY,2642,5,,
New South Wales,BROCKLEY,2365,5,,
New South Wales,BRODIES PLAINS,2360,5,,
New South Wales,BROGANS CREEK,2848,5,,
New South Wales,BROGERS CREEK,2535,5,,
New South Wales,BROGO,2550,5,,
New South Wales,BROKE (NSW),2330,5,,
New South Wales,BROKEN HEAD,2481,4,,
New South Wales,BROKEN HILL,2880,3,,
New South Wales,BROMBIN,2446,5,,
New South Wales,BRONTE,2024,1,,
New South Wales,BROOKDALE (NSW),2656,5,,
New South Wales,BROOKFIELD (NSW),2420,5,,
New South Wales,BROOKLANA,2450,5,,
New South Wales,BROOKLET,2479,5,,
New South Wales,BROOKLYN (NSW),2083,5,,
New South Wales,BROOKONG,2656,5,,
New South Wales,BROOKVALE,2100,1,,
New South Wales,BROOMAN,2538,5,,
New South Wales,BROOMS HEAD,2463,5,,
New South Wales,BROUGHAMS GATE,2880,6,,
New South Wales,BROUGHTON (NSW),2535,5,,
New South Wales,BROUGHTON VALE,2535,5,,
New South Wales,BROUGHTON VILLAGE,2534,2,,
New South Wales,BROULEE,2537,5,,
New South Wales,BROWNLOW HILL,2570,1,,
New South Wales,BROWNS CREEK,2799,5,,
New South Wales,BROWNS MOUNTAIN,2540,3,,
New South Wales,BROWNSVILLE,2530,1,,
New South Wales,BRUCEDALE,2650,5,,
New South Wales,BRUIE PLAINS,2875,5,,
New South Wales,BRUINBUN,2795,5,,
New South Wales,BRUMBY PLAINS,2476,5,,
New South Wales,BRUNDEE,2540,3,,
New South Wales,BRUNGLE,2722,5,,
New South Wales,BRUNGLE CREEK,2722,5,,
New South Wales,BRUNKERVILLE,2323,2,,
New South Wales,BRUNSWICK HEADS,2483,5,,
New South Wales,BRUSHGROVE,2460,5,,
New South Wales,BRUSHY CREEK,2365,5,,
New South Wales,BUANGLA,2540,5,,
New South Wales,BUCCA (NSW),2450,3,,
New South Wales,BUCCA WAUKA,2429,5,,
New South Wales,BUCCARUMBI,2460,5,,
New South Wales,BUCHANAN (NSW),2323,2,,
New South Wales,BUCKAJO,2550,5,,
New South Wales,BUCKAROO,2850,5,,
New South Wales,BUCKENBOWRA,2536,5,,
New South Wales,BUCKENDERRA,2630,5,,
New South Wales,BUCKENDOON,2472,5,,
New South Wales,BUCKETTY,2250,5,,
New South Wales,BUCKRA BENDINNI,2449,5,,
New South Wales,BUDAWANG,2622,5,,
New South Wales,BUDDABADAH,2825,6,,
New South Wales,BUDDEN,2849,5,,
New South Wales,BUDDEROO,2535,2,,
New South Wales,BUDDONG,2720,5,,
New South Wales,BUDGEE BUDGEE (NSW),2850,5,,
New South Wales,BUDGEWOI,2262,1,,
New South Wales,BUDGEWOI PENINSULA,2262,1,,
New South Wales,BUDGONG,2577,3,,
New South Wales,BUFF POINT,2262,1,,
New South Wales,BUGALDIE,2357,6,,
New South Wales,BUKALONG,2632,5,,
New South Wales,BUKKULLA,2360,5,,
New South Wales,BULAHDELAH,2423,5,,
New South Wales,BULEE,2622,5,,
New South Wales,BULGA (NSW),2330,5,,
New South Wales,BULGA FOREST,2429,5,,
New South Wales,BULGARY,2650,5,,
New South Wales,BULLA (NSW),2835,7,,
New South Wales,BULLA CREEK,2594,5,,
New South Wales,BULLABURRA,2784,1,,
New South Wales,BULLAGREEN,2824,6,,
New South Wales,BULLARAH,2400,6,,
New South Wales,BULLATALE,2710,5,,
New South Wales,BULLAWA CREEK,2390,5,,
New South Wales,BULLDOG,2469,5,,
New South Wales,BULLI,2516,1,,
New South Wales,BULLIAC,2422,5,,
New South Wales,BULLIO,2575,5,,
New South Wales,BULLS ISLAND,2319,5,,
New South Wales,BULYEROI,2387,6,,
New South Wales,BUMBALDRY,2794,5,,
New South Wales,BUMBALONG,2626,5,,
New South Wales,BUMBERRY,2870,5,,
New South Wales,BUNDABAH,2324,5,,
New South Wales,BUNDAGEN,2454,3,,
New South Wales,BUNDANOON (NSW),2578,5,,
New South Wales,BUNDARRA,2359,5,,
New South Wales,BUNDEENA,2230,5,,
New South Wales,BUNDELLA,2343,5,,
New South Wales,BUNDEMAR,2823,5,,
New South Wales,BUNDEWALLAH,2535,3,,
New South Wales,BUNDOOK,2422,5,,
New South Wales,BUNDURE,2700,5,,
New South Wales,BUNGABA,2852,5,,
New South Wales,BUNGABBEE,2480,3,,
New South Wales,BUNGALORA,2486,1,,
New South Wales,BUNGARBY,2630,5,,
New South Wales,BUNGARRIBEE,2767,1,,
New South Wales,BUNGAWALBIN,2469,5,,
New South Wales,BUNGENDORE,2621,5,,
New South Wales,BUNGONIA,2580,5,,
New South Wales,BUNGOWANNAH,2640,2,,
New South Wales,BUNGWAHL,2423,5,,
New South Wales,BUNNALOO,2731,5,,
New South Wales,BUNNAN,2337,5,,
New South Wales,BUNYAH,2429,5,,
New South Wales,BUNYAN,2630,5,,
New South Wales,BURCHER,2671,5,,
New South Wales,BUREEN,2328,5,,
New South Wales,BURNT BRIDGE,2440,4,,
New South Wales,BURNT YARDS,2792,5,,
New South Wales,BURONGA,2739,3,,
New South Wales,BURRA (NSW 2620),2620,2,,
New South Wales,BURRA (NSW 2653),2653,5,,
New South Wales,BURRA CREEK,2722,5,,
New South Wales,BURRABOI,2732,5,,
New South Wales,BURRADOO,2576,3,,
New South Wales,BURRAGA,2795,5,,
New South Wales,BURRAGATE,2550,5,,
New South Wales,BURRANDANA,2650,5,,
New South Wales,BURRANEER,2230,1,,
New South Wales,BURRANGONG,2594,4,,
New South Wales,BURRAPINE,2447,5,,
New South Wales,BURRAWANG,2577,3,,
New South Wales,BURRELL CREEK,2429,5,,
New South Wales,BURREN JUNCTION,2386,6,,
New South Wales,BURRIER,2540,3,,
New South Wales,BURRILL LAKE,2539,4,,
New South Wales,BURRINGBAR,2483,2,,
New South Wales,BURRINJUCK,2582,5,,
New South Wales,BURROWAY,2821,5,,
New South Wales,BURRUMBUTTOCK,2642,5,,
New South Wales,BURRUNDULLA,2850,4,,
New South Wales,BURWOOD (NSW),2134,1,,
New South Wales,BURWOOD HEIGHTS,2136,1,,
New South Wales,BUSBY,2168,1,,
New South Wales,BUSBYS FLAT,2469,5,,
New South Wales,BUSHELLS RIDGE,2259,1,,
New South Wales,BUTTABA,2283,1,,
New South Wales,BUTTAI,2323,1,,
New South Wales,BUTTERWICK,2321,2,,
New South Wales,BUXTON (NSW),2571,5,,
New South Wales,BYABARRA,2446,5,,
New South Wales,BYADBO WILDERNESS,2628,5,,
New South Wales,BYANGUM,2484,4,,
New South Wales,BYLONG,2849,5,,
New South Wales,BYNG,2800,5,,
New South Wales,BYROCK,2831,7,,
New South Wales,BYRON BAY,2481,4,,
New South Wales,BYRRILL CREEK,2484,5,,
New South Wales,BYWONG,2621,2,,
New South Wales,CABARITA (NSW),2137,1,,
New South Wales,CABARITA BEACH,2488,1,,
New South Wales,CABBAGE TREE ISLAND (NSW 2430),2430,3,,
New South Wales,CABBAGE TREE ISLAND (NSW 2477),2477,5,,
New South Wales,CABRAMATTA,2166,1,,
New South Wales,CABRAMATTA WEST,2166,1,,
New South Wales,CABRAMURRA,2629,5,,
New South Wales,CADDENS,2747,1,,
New South Wales,CADGEE (NSW),2545,5,,
New South Wales,CADIA,2800,3,,
New South Wales,CAERLEON,2850,4,,
New South Wales,CAFFREYS FLAT,2424,5,,
New South Wales,CAIRNCROSS,2446,5,,
New South Wales,CALALA,2340,3,,
New South Wales,CALAMIA,2460,5,,
New South Wales,CALDERWOOD,2527,2,,
New South Wales,CALDWELL,2710,5,,
New South Wales,CALGA,2250,2,,
New South Wales,CALIFAT,2729,5,,
New South Wales,CALIMO,2710,5,,
New South Wales,CALLAGHAN,2308,1,,
New South Wales,CALLAGHANS CREEK,2422,5,,
New South Wales,CALLALA BAY,2540,5,,
New South Wales,CALLALA BEACH,2540,5,,
New South Wales,CALLIOPE (NSW),2462,5,,
New South Wales,CALOOLA,2795,5,,
New South Wales,CAMBALONG,2632,5,,
New South Wales,CAMBERWELL (NSW),2330,5,,
New South Wales,CAMBEWARRA,2540,3,,
New South Wales,CAMBEWARRA VILLAGE,2540,3,,
New South Wales,CAMBOON (NSW),2849,5,,
New South Wales,CAMBRA,2420,5,,
New South Wales,CAMBRIDGE GARDENS,2747,1,,
New South Wales,CAMBRIDGE PARK,2747,1,,
New South Wales,CAMBRIDGE PLATEAU,2469,5,,
New South Wales,CAMDEN,2570,1,,
New South Wales,CAMDEN HEAD,2443,4,,
New South Wales,CAMDEN PARK (NSW),2570,1,,
New South Wales,CAMDEN SOUTH,2570,1,,
New South Wales,CAMELLIA,2142,1,,
New South Wales,CAMERON PARK,2285,1,,
New South Wales,CAMERONS CREEK,2359,5,,
New South Wales,CAMIRA (NSW),2469,5,,
New South Wales,CAMMERAY,2062,1,,
New South Wales,CAMP CREEK (NSW),4385,5,,
New South Wales,CAMPBELLTOWN (NSW),2560,1,,
New South Wales,CAMPERDOWN (NSW),2050,1,,
New South Wales,CAMPERDOWN (THE UNIVERSITY OF SYDNEY),2006,1,,
New South Wales,CAMPSIE,2194,1,,
New South Wales,CAMPVALE,2318,2,,
New South Wales,CAMS WHARF,2281,2,,
New South Wales,CANADA BAY,2046,1,,
New South Wales,CANADIAN LEAD,2850,5,,
New South Wales,CANBELEGO,2835,7,,
New South Wales,CANDELO,2550,5,,
New South Wales,CANGAI,2460,5,,
New South Wales,CANIABA,2480,3,,
New South Wales,CANLEY HEIGHTS,2166,1,,
New South Wales,CANLEY VALE,2166,1,,
New South Wales,CANOBOLAS,2800,3,,
New South Wales,CANOELANDS,2157,5,,
New South Wales,CANONBA,2825,6,,
New South Wales,CANOWINDRA,2804,5,,
New South Wales,CANTERBURY (NSW),2193,1,,
New South Wales,CANTON BEACH,2263,1,,
New South Wales,CANYONLEIGH,2577,5,,
New South Wales,CAPARRA,2429,5,,
New South Wales,CAPEEN CREEK,2469,5,,
New South Wales,CAPERTEE,2846,5,,
New South Wales,CAPOOMPETA,2371,5,,
New South Wales,CAPTAINS FLAT,2623,5,,
New South Wales,CARABOST,2650,5,,
New South Wales,CARAGABAL,2810,5,,
New South Wales,CARCALGONG,2850,5,,
New South Wales,CARCOAR,2791,5,,
New South Wales,CARDIFF (NSW),2285,1,,
New South Wales,CARDIFF HEIGHTS,2285,1,,
New South Wales,CARDIFF SOUTH,2285,1,,
New South Wales,CAREY BAY,2283,1,,
New South Wales,CARGO,2800,5,,
New South Wales,CARINDA,2831,6,,
New South Wales,CARINGBAH,2229,1,,
New South Wales,CARINGBAH SOUTH,2229,1,,
New South Wales,CARLAMINDA,2630,5,,
New South Wales,CARLINGFORD,2118,1,,
New South Wales,CARLTON (NSW),2218,1,,
New South Wales,CARNES HILL,2171,1,,
New South Wales,CARNHAM,2460,5,,
New South Wales,CAROOL,2486,2,,
New South Wales,CAROONA,2343,5,,
New South Wales,CARRABOLLA,2311,5,,
New South Wales,CARRAI,2440,5,,
New South Wales,CARRAMAR (NSW),2163,1,,
New South Wales,CARRATHOOL,2711,5,,
New South Wales,CARRICK (NSW),2580,5,,
New South Wales,CARRINGTON (NSW 2294),2294,1,,
New South Wales,CARRINGTON (NSW 2324),2324,5,,
New South Wales,CARRINGTON FALLS,2577,5,,
New South Wales,CARROLL,2340,5,,
New South Wales,CARROLLS CREEK,2372,5,,
New South Wales,CARROWBROOK,2330,5,,
New South Wales,CARRS CREEK,2460,3,,
New South Wales,CARRS ISLAND,2460,3,,
New South Wales,CARRS PENINSULA,2460,3,,
New South Wales,CARSS PARK,2221,1,,
New South Wales,CARTWRIGHT,2168,1,,
New South Wales,CARTWRIGHTS HILL,2650,3,,
New South Wales,CARWELL,2849,5,,
New South Wales,CARWOOLA,2620,2,,
New South Wales,CASCADE (NSW),2453,5,,
New South Wales,CASINO,2470,4,,
New South Wales,CASSILIS (NSW),2329,5,,
New South Wales,CASTLE COVE,2069,1,,
New South Wales,CASTLE DOYLE,2350,3,,
New South Wales,CASTLE HILL (NSW),2154,1,,
New South Wales,CASTLE ROCK,2333,5,,
New South Wales,CASTLECRAG,2068,1,,
New South Wales,CASTLEREAGH,2749,1,,
New South Wales,CASUARINA (NSW),2487,1,,
New South Wales,CASULA,2170,1,,
New South Wales,CATALINA,2536,4,,
New South Wales,CATARACT,2560,2,,
New South Wales,CATHCART (NSW),2632,5,,
New South Wales,CATHERINE FIELD,2557,1,,
New South Wales,CATHERINE HILL BAY,2281,2,,
New South Wales,CATHUNDRAL,2823,5,,
New South Wales,CATTAI,2756,2,,
New South Wales,CATTLE CREEK (NSW),2339,5,,
New South Wales,CAVAN (NSW),2582,5,,
New South Wales,CAVES BEACH,2281,1,,
New South Wales,CAWDOR (NSW),2570,1,,
New South Wales,CAWONGLA,2474,5,,
New South Wales,CECIL HILLS,2171,1,,
New South Wales,CECIL PARK,2178,1,,
New South Wales,CEDAR BRUSH CREEK,2259,5,,
New South Wales,CEDAR CREEK (NSW 2325),2325,5,,
New South Wales,CEDAR CREEK (NSW 2484),2484,5,,
New South Wales,CEDAR PARTY,2429,3,,
New South Wales,CEDAR POINT,2474,5,,
New South Wales,CELLS RIVER,2424,5,,
New South Wales,CENTENNIAL PARK (NSW),2021,1,,
New South Wales,CENTRAL BUCCA,2450,3,,
New South Wales,CENTRAL COLO,2756,5,,
New South Wales,CENTRAL MACDONALD,2775,5,,
New South Wales,CENTRAL MANGROVE,2250,2,,
New South Wales,CENTRAL TILBA,2546,5,,
New South Wales,CESSNOCK,2325,3,,
New South Wales,CHAELUNDI,2460,5,,
New South Wales,CHAIN VALLEY BAY,2259,1,,
New South Wales,CHAKOLA,2630,5,,
New South Wales,CHAMBIGNE,2460,5,,
New South Wales,CHARBON,2848,5,,
New South Wales,CHARLES STURT UNIVERSITY,2678,3,,
New South Wales,CHARLESTOWN (NSW),2290,1,,
New South Wales,CHARLEYS FOREST,2622,5,,
New South Wales,CHARLOTTE BAY,2428,5,,
New South Wales,CHARLTON (NSW),2795,5,,
New South Wales,CHARMHAVEN,2263,1,,
New South Wales,CHATHAM,2430,3,,
New South Wales,CHATHAM VALLEY,2787,5,,
New South Wales,CHATSBURY,2580,5,,
New South Wales,CHATSWOOD,2067,1,,
New South Wales,CHATSWOOD WEST,2067,1,,
New South Wales,CHATSWORTH (NSW),2469,5,,
New South Wales,CHEERO POINT,2083,2,,
New South Wales,CHELTENHAM (NSW),2119,1,,
New South Wales,CHERRY TREE HILL,2360,5,,
New South Wales,CHERRYBROOK,2126,1,,
New South Wales,CHESTER HILL,2162,1,,
New South Wales,CHICHESTER (NSW),2420,5,,
New South Wales,CHIFLEY (NSW),2036,1,,
New South Wales,CHILCOTTS CREEK,2339,5,,
New South Wales,CHILCOTTS GRASS,2480,3,,
New South Wales,CHILLINGHAM,2484,5,,
New South Wales,CHINDERAH,2487,1,,
New South Wales,CHINNOCK,2550,5,,
New South Wales,CHIPPENDALE,2008,1,,
New South Wales,CHIPPING NORTON,2170,1,,
New South Wales,CHISHOLM (NSW),2322,1,,
New South Wales,CHISWICK,2046,1,,
New South Wales,CHITTAWAY BAY,2261,1,,
New South Wales,CHITTAWAY POINT,2261,1,,
New South Wales,CHOWAN CREEK,2484,5,,
New South Wales,CHULLORA,2190,1,,
New South Wales,CHURCH POINT,2105,1,,
New South Wales,CLANDULLA,2848,5,,
New South Wales,CLARE (NSW),2711,6,,
New South Wales,CLAREMONT MEADOWS,2747,1,,
New South Wales,CLARENCE,2790,4,,
New South Wales,CLARENCE TOWN,2321,5,,
New South Wales,CLARENDON (NSW),2756,1,,
New South Wales,CLARENZA,2460,3,,
New South Wales,CLAREVILLE,2107,1,,
New South Wales,CLAYMORE,2559,1,,
New South Wales,CLEAR CREEK,2795,5,,
New South Wales,CLEAR RANGE,2620,5,,
New South Wales,CLEARFIELD,2469,5,,
New South Wales,CLEMTON PARK,2206,1,,
New South Wales,CLERGATE,2800,3,,
New South Wales,CLEVELAND (NSW),2530,2,,
New South Wales,CLIFDEN,2460,5,,
New South Wales,CLIFTLEIGH,2321,1,,
New South Wales,CLIFTON (NSW),2515,1,,
New South Wales,CLIFTON GARDENS,2088,1,,
New South Wales,CLIFTON GROVE,2800,3,,
New South Wales,CLONTARF (NSW),2093,1,,
New South Wales,CLOTHIERS CREEK,2484,2,,
New South Wales,CLOUDS CREEK,2453,5,,
New South Wales,CLOVASS,2480,4,,
New South Wales,CLOVELLY,2031,1,,
New South Wales,CLUNES (NSW),2480,5,,
New South Wales,CLYBUCCA,2440,5,,
New South Wales,CLYDE (NSW),2142,1,,
New South Wales,CLYDESDALE (NSW),2330,4,,
New South Wales,COAL POINT,2283,1,,
New South Wales,COALCLIFF,2508,1,,
New South Wales,COALDALE,2460,5,,
New South Wales,COASTERS RETREAT,2108,2,,
New South Wales,COBAKI,2486,1,,
New South Wales,COBAKI LAKES,2486,1,,
New South Wales,COBAR,2835,6,,
New South Wales,COBAR PARK,2790,4,,
New South Wales,COBARGO,2550,5,,
New South Wales,COBARK,2422,5,,
New South Wales,COBBADAH,2347,5,,
New South Wales,COBBITTY,2570,1,,
New South Wales,COBRAMUNGA,2732,5,,
New South Wales,COCKATOO ISLAND (NSW),2110,1,,
New South Wales,COCKWHY,2539,4,,
New South Wales,CODRINGTON (NSW),2471,5,,
New South Wales,COFFEE CAMP,2480,5,,
New South Wales,COFFS HARBOUR,2450,3,,
New South Wales,COGGAN,2849,5,,
New South Wales,COGRA BAY,2083,2,,
New South Wales,COILA,2537,5,,
New South Wales,COLDSTREAM (NSW),2462,5,,
New South Wales,COLEAMBALLY,2707,5,,
New South Wales,COLEBEE,2761,1,,
New South Wales,COLEDALE,2515,1,,
New South Wales,COLINROOBIE,2700,5,,
New South Wales,COLINTON (NSW),2626,5,,
New South Wales,COLLARENEBRI,2833,6,,
New South Wales,COLLAROY (NSW),2097,1,,
New South Wales,COLLAROY PLATEAU,2097,1,,
New South Wales,COLLECTOR,2581,5,,
New South Wales,COLLENDINA,2646,5,,
New South Wales,COLLERINA,2839,7,,
New South Wales,COLLIE (NSW),2827,5,,
New South Wales,COLLINGULLIE,2650,5,,
New South Wales,COLLINGWOOD (NSW),2850,4,,
New South Wales,COLLINS CREEK,2474,5,,
New South Wales,COLLOMBATTI,2440,5,,
New South Wales,COLLUM COLLUM,2460,5,,
New South Wales,COLLY BLUE,2343,5,,
New South Wales,COLO (NSW 2756),2756,5,,
New South Wales,COLO (NSW 2795),2795,5,,
New South Wales,COLO HEIGHTS,2756,5,,
New South Wales,COLO VALE,2575,3,,
New South Wales,COLONGRA,2262,1,,
New South Wales,COLYTON,2760,1,,
New South Wales,COMARA,2440,5,,
New South Wales,COMBANING,2666,5,,
